adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
Rua Doutor Carlos Mesquita  10 - Pajucara  Natal - RN,R$ 160000,NotFound,2,3,2,68, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola ,Pajucara,house
Rua Princesa Leopoldina  3521 - Candelï¿½ria  Natal - RN,R$ 320000,NotFound,3,3,2,78, Proximo a shopping / Varanda / Perto de vias de acesso / Quintal ,Candelaria,house
Rua Abï¿½lio Deodato do Nascimento - Nossa Senhora de Nazare  Natal - RN,R$ 420000,NotFound,4,3,2,260, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a hospitais / Depï¿½sito / Mobiliado / TV a cabo / Garagem / Lavanderia / Cozinha / Area de servico ,de Nazare,house
Candelï¿½ria  Natal - RN,R$ 1400000,NotFound,5,3,13,412, Cozinha / Churrasqueira / Garagem / Quintal / Varanda / Jardim ,Candelaria,house
Rua Doutor Josï¿½ Bezerra  607 - Barro Vermelho  Natal - RN,R$ 380000,NotFound,4,3,4,280, Perto de vias de acesso / Proximo a shopping / Quintal / Depï¿½sito / Sistema de alarme / Interfone ,Barro Vermelho,house
Rua Francisco Simplï¿½cio  114 - Ponta Negra  Natal - RN,R$ 280000,NotFound,6,6,6,260,NotFound,Ponta Negra,house
Avenida Odilon Gomes de Lima  1870 - Capim Macio  Natal - RN,R$ 1500000,NotFound,5,5,10,900, Perto de vias de acesso / Churrasqueira / Sistema de alarme / Quintal / Depï¿½sito / Espaco gourmet / Proximo a shopping / Piscina / Jardim / Ar-condicionado / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Salao de festas / TV a cabo / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Aquecimento / Gerador elï¿½trico / Varanda gourmet / Sauna ,Capim Macio,house
Avenida das Alagoas  1629 - Neopolis  Natal - RN,R$ 390000,R$ 1,4,3,3,280, Depï¿½sito / Garagem / Cozinha / Area de servico / Mobiliado / Quintal / Cabeamento estruturado / Lavanderia / Vigia / Churrasqueira / Jardim / Garage band / Proximo a transporte pï¿½blico / Proximo a hospitais / Perto de vias de acesso / Proximo a shopping / Proximo a escola ,Neopolis,house
Rua Dona Maria Cï¿½mara  1943 - Capim Macio  Natal - RN,R$ 530000,NotFound,5,4,4,266, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Varanda / Jardim / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Piscina para adulto / Sistema de alarme / Interfone / Seguranï¿½a 24h / Circuito de Seguranca ,Capim Macio,house
Tirol  Natal - RN,R$ 359900,NotFound,3,1,1,140, Cozinha / Lavanderia / TV a cabo / Area de servico ,Tirol,house
Cidade Alta  Natal - RN,R$ 380000,NotFound,3,2,1,200, Interfone / Proximo a shopping / Mobiliado / Perto de vias de acesso ,Cidade Alta,house
Rua Maia Neto  167 - Capim Macio  Natal - RN,R$ 520000,NotFound,3,3,2,420, Garagem / Cozinha / Seguranï¿½a 24h / Varanda gourmet ,Capim Macio,house
Rua Alfredo Pegado Cortez  1863 - Candelï¿½ria  Natal - RN,R$ 650000,NotFound,4,5,4,450, Cozinha / Interfone / Quintal / Area de servico ,Candelaria,house
Rua Missionï¿½rio Joel Carlson  1946 - Capim Macio  Natal - RN,R$ 550000,NotFound,4,5,4,209, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Lavanderia / Cozinha / Area de servico / Piscina ,Capim Macio,house
Rua Carapeba  33 - Ponta Negra  Natal - RN,R$ 669000,NotFound,4,3,4,291, Cozinha / Lavanderia / TV a cabo / Area de servico ,Ponta Negra,house
Rua Dona Maria Cï¿½mara - Capim Macio  Natal - RN,R$ 900000,NotFound,5,6,4,600, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Jardim / Academia / Piscina / Espaco verde / Parque / Piscina para adulto / Cozinha / Lavanderia / Garagem / Quintal ,Capim Macio,house
Rua Coronel Juventino Cabral - Tirol  Natal - RN,R$ 1100000,NotFound,3,4,2,500, Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Garagem / Cozinha / Area de servico / Sistema de alarme / Piscina / Perto de vias de acesso / Churrasqueira / Jardim ,Tirol,house
Rua Neuza Farache - Capim Macio  Natal - RN,R$ 380000,NotFound,4,4,2,240, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Garagem / Lavanderia / Cozinha / Area de servico / Interfone / Jardim ,Capim Macio,house
Alameda das Mansï¿½es  1190 - Candelï¿½ria  Natal - RN,R$ 1000000,NotFound,3,5,7,390, Jardim / Piscina / Depï¿½sito / Perto de vias de acesso / Proximo a shopping / Quintal / Interfone ,Candelaria,house
Rua Carlos Farache - Candelï¿½ria  Natal - RN,R$ 1250000,NotFound,5,6,10,750,NotFound,Candelaria,house
Rua Praia de Barreira Roxa  2153 - Ponta Negra  Natal - RN,R$ 580000,NotFound,3,4,5,300, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Jardim / Lavanderia / Piscina / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Ponta Negra,house
Rua Hï¿½lio Galvï¿½o  8956 - Ponta Negra  Natal - RN,R$ 1200000,NotFound,4,6,2,397, Churrasqueira / Lavanderia / Piscina / Vista para o mar / Salao de festas / Escritï¿½rio / Ar-condicionado / Varanda / Jardim ,Ponta Negra,house
Rua Guarujï¿½  3956 - Capim Macio  Natal - RN,R$ 510000,NotFound,5,5,3,220, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a hospitais / Proximo a escola / Ar-condicionado / Varanda / Mobiliado / Depï¿½sito / Lareira / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Circuito de Seguranca / Churrasqueira / Espaco gourmet ,Capim Macio,house
Pitimbu  Natal - RN,R$ 270000,NotFound,4,3,5,260, Proximo a shopping / Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Interfone / Circuito de Seguranca / Vigia / Espaco verde / Parque ,Pitimbu,house
Avenida Prudente de Morais - Lagoa Nova  Natal - RN,R$ 500000,NotFound,6,4,2,200, Quintal / Depï¿½sito / Perto de vias de acesso / Proximo a shopping / Cabeamento estruturado / TV a cabo / Garagem / Cozinha / Area de servico / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Conexï¿½o ï¿½ internet / Ar-condicionado ,Lagoa Nova,house
Rua Cï¿½nego Deoclides Diniz  55 - Planalto  Natal - RN,R$ 150000,NotFound,2,2,4,150, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Quintal / Cozinha / Lavanderia / Area de servico / Jardim ,Planalto,house
Rua ï¿½gua Marinha  467 - Lagoa Nova  Natal - RN,R$ 340000,NotFound,4,3,2,148, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Varanda / Cabeamento estruturado / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Circuito de Seguranca / Vigia ,Lagoa Nova,house
Rua Sebastiï¿½o Medeiros  175 - Ponta Negra  Natal - RN,R$ 390000,NotFound,3,4,2,200, Garagem / Cozinha / Circuito de Seguranca / Seguranï¿½a 24h / Academia / Jardim / Churrasqueira / Piscina / Gramado ,Ponta Negra,house
Rua Josï¿½ Ribeiro Dantas  1983 - Lagoa Nova  Natal - RN,R$ 450000,NotFound,4,3,6,250, Churrasqueira / Cozinha / Interfone / Quintal / Area de servico ,Lagoa Nova,house
Rua Osï¿½rio  20 - Cidade da Cidade da Esperanca  Natal - RN,R$ 140000,NotFound,3,2,2,130, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Cozinha / Area de servico / Jardim ,Cidade da Esperanca,house
Rua dos Canï¿½rios  8075 - Pitimbu  Natal - RN,R$ 282000,NotFound,4,4,3,200, Quintal / Depï¿½sito / TV a cabo / Area de servico / Vista exterior / Cozinha / Varanda / Cabeamento estruturado / Lavanderia / Conexï¿½o ï¿½ internet / Garagem / Churrasqueira / Jardim / Serviï¿½os pï¿½blicos essenciais / Vigia / Interfone / Seguranï¿½a 24h / Sistema de alarme / Circuito de Seguranca / Perto de vias de acesso / Proximo a escola / Proximo a transporte pï¿½blico ,Pitimbu,house
Capim Macio  Natal - RN,R$ 750000,NotFound,5,5,4,400,NotFound,Capim Macio,house
Rua Borges de Castro - Lagoa Nova  Natal - RN,R$ 360000,NotFound,3,5,4,300, Mobiliado / Ar-condicionado / Quintal / Depï¿½sito / TV a cabo / Area de servico / Vista exterior / Cozinha / Cabeamento estruturado / Lavanderia / Conexï¿½o ï¿½ internet / Garagem / Jardim / Seguranï¿½a 24h / Sistema de alarme / Circuito de Seguranca / Proximo a hospitais / Perto de vias de acesso / Proximo a escola / Proximo a shopping / Proximo a transporte pï¿½blico ,Lagoa Nova,house
Ponta Negra  Natal - RN,R$ 300000,NotFound,3,2,4,120, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a hospitais / Quintal / Depï¿½sito / Cabeamento estruturado / Garagem / Cozinha / Area de servico / Vista exterior / Churrasqueira / Jardim / Espaco gourmet / Vista para o mar ,Ponta Negra,house
Rua Beatriz Ramalho  3646 - Candelï¿½ria  Natal - RN,R$ 349000,NotFound,3,3,NotFound,131,NotFound,Candelaria,house
Redinha  Natal - RN,R$ 270000,NotFound,4,2,4,900, Cozinha / Mobiliado / Seguranï¿½a 24h / Churrasqueira / Varanda gourmet ,Redinha,house
Rua Tereza Campos  2279 - Lagoa Nova  Natal - RN,R$ 650000,NotFound,3,3,6,300, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a hospitais / Proximo a escola / Vigia / Sistema de alarme ,Lagoa Nova,house
Avenida Engenheiro Roberto Freire  1 - Ponta Negra  Natal - RN,R$ 490000,NotFound,3,3,1,180, Proximo a escola / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Mobiliado / Garagem / Piscina / Churrasqueira / Espelhos d'ï¿½gua / Sistema de alarme ,Ponta Negra,house
Rua Hï¿½lio Galvï¿½o  105 - Ponta Negra  Natal - RN,R$ 1500000,NotFound,4,5,4,600, Jardim / Espaco gourmet / Piscina / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Mobiliado / Perto de vias de acesso / Proximo a shopping ,Ponta Negra,house
Rua Mirasselvas  108 - San Vale  Natal - RN,R$ 430000,R$ 270,3,4,3,150,NotFound,San Vale,house
Lagoa Nova  Natal - RN,R$ 2000000,NotFound,8,6,10,400, Perto de vias de acesso / Varanda / Depï¿½sito / Quintal / Proximo a shopping / Jardim ,Lagoa Nova,house
Avenida Rio Doce - Potengi  Natal - RN,R$ 600000,NotFound,6,7,6,490,NotFound,Potengi,house
Rua Praia de Camboinhas  9167 - Ponta Negra  Natal - RN,R$ 530000,NotFound,4,2,4,182, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Quintal / Depï¿½sito / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Jardim ,Ponta Negra,house
Rua Florenï¿½a  22 - Ponta Negra  Natal - RN,R$ 300000,NotFound,5,3,3,250, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Cozinha / Area de servico / Interfone / Sistema de alarme ,Ponta Negra,house
Rua Grossos  06 - Lagoa Nova  Natal - RN,R$ 260000,NotFound,3,3,1,121, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Garagem / Cozinha / Area de servico / Quintal ,Lagoa Nova,house
Rua Cabo de Sï¿½o Roque  8929 - Ponta Negra  Natal - RN,R$ 845000,NotFound,8,10,3,704, Sistema de alarme / Jardim / Ar-condicionado / Varanda / Piscina / Quintal / Interfone / Churrasqueira ,Ponta Negra,house
Rua Sï¿½o Joï¿½o da Cruz  1887 - Candelï¿½ria  Natal - RN,R$ 310000,NotFound,3,3,2,240, Cozinha / Quintal / Area de servico ,Candelaria,house
Avenida Rio Grande do Norte  227 - Ponta Negra  Natal - RN,R$ 50000,NotFound,2,1,NotFound,60, Cozinha ,Ponta Negra,house
Rua Araguaiana  435 - Planalto  Natal - RN,R$ 135000,NotFound,2,2,2,90,NotFound,Planalto,house
Avenida Amintas Barros  4878 - Nova Descoberta  Natal - RN,R$ 980000,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,Nova Descoberta,house
Rua Maria Nazarï¿½ de Araï¿½jo  90 - Capim Macio  Natal - RN,R$ 650000,R$ 1.000,4,5,NotFound,330, Depï¿½sito / Churrasqueira / Interfone / Condomï¿½nio fechado / Playground / Quintal / Proximo a shopping / Sistema de alarme / Ar-condicionado / Piscina / Salao de festas / Mobiliado / Espaco gourmet / Quadra poliesportiva / Seguranï¿½a 24h / Varanda / Jardim / Perto de vias de acesso ,Capim Macio,house
Rua Padre Anchieta  1963 - Candelï¿½ria  Natal - RN,R$ 199999,R$ 1,4,2,NotFound,120, Jardim / Garage band / Serviï¿½os pï¿½blicos essenciais / Condomï¿½nio fechado / Circuito de Seguranca / Interfone / Vigia / Conexï¿½o ï¿½ internet / Vista exterior / Cozinha / Garagem / TV a cabo / Area de servico / Quintal / Proximo a shopping / Perto de vias de acesso / Proximo a hospitais / Proximo a escola / Proximo a transporte pï¿½blico ,Candelaria,house
Rua Poeta Jorge Fernandes - Ponta Negra  Natal - RN,R$ 740000,NotFound,3,5,3,322, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a shopping / Proximo a hospitais / Quintal / Varanda / Depï¿½sito / Ar-condicionado / Cabeamento estruturado / Garagem / Cozinha / Area de servico / Jardim / Piscina / Espaco verde / Parque / Recepï¿½ï¿½o ,Ponta Negra,house
Rua Josï¿½ Ferreira Sobrinho - Candelï¿½ria  Natal - RN,R$ 1100000,NotFound,5,4,8,500, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Garagem / Lavanderia / Cozinha / Area de servico / Churrasqueira / Jardim / Piscina / Piscina para adulto ,Candelaria,house
Lagoa Nova  Natal - RN,R$ 360000,NotFound,3,2,5,126, Quintal / Depï¿½sito / Perto de vias de acesso / Interfone / Jardim / Piscina / Sistema de alarme ,Lagoa Nova,house
Rua Josï¿½ Ferreira Sobrinho - Candelï¿½ria  Natal - RN,R$ 1100000,NotFound,4,4,6,500, Perto de vias de acesso / Ar-condicionado / Quintal / Varanda / Cabeamento estruturado / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Interfone / Circuito de Seguranca / Vigia / Churrasqueira / Jardim / Academia / Piscina / Piscina para adulto ,Candelaria,house
Rua Tenente Benedito Pereira  402 - Petropolis  Natal - RN,R$ 430000,NotFound,4,3,1,270, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Cozinha / Jardim / Espaco gourmet / Serviï¿½os pï¿½blicos essenciais / Interfone / Vista exterior / Area de servico / Garagem / Conexï¿½o ï¿½ internet / Depï¿½sito / Quintal ,Petropolis,house
Rua Ana Neri  338 - Petropolis  Natal - RN,R$ 320000,NotFound,3,3,2,300,NotFound,Petropolis,house
Rua Alfredo Pegado Cortez - Candelï¿½ria  Natal - RN,R$ 550000,R$ 650,4,3,2,320, Churrasqueira / Jardim / Salao de festas / Piscina / Quintal / Varanda / Depï¿½sito / Mobiliado / Perto de vias de acesso / Proximo a shopping / Sistema de alarme / Condomï¿½nio fechado / Interfone ,Candelaria,house
Rua Doutor Mï¿½cio Villar Ribeiro Dantas  500 - Ponta Negra  Natal - RN,R$ 1500000,R$ 860,4,5,4,376, Perto de vias de acesso / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Mobiliado / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Salao de jogos / Piscina infantil / Piscina para adulto / Espaco verde / Parque / Quadra de tï¿½nis / Quadra poliesportiva / Piscina / Playground / Salao de festas / Academia / Espaco gourmet / Jardim / Churrasqueira ,Ponta Negra,house
Rua Desembargador Jaime Jenner de Aquino  50 - Ponta Negra  Natal - RN,R$ 525000,NotFound,3,5,2,220, Garagem / Cozinha / Mobiliado / Churrasqueira / Varanda gourmet ,Ponta Negra,house
Avenida Praia de Ponta Negra  100 - Ponta Negra  Natal - RN,R$ 550000,NotFound,3,3,4,500, Jardim / Ar-condicionado / Quintal / Depï¿½sito / Perto de vias de acesso / Proximo a shopping ,Ponta Negra,house
Rua Doutor Joï¿½o Abdon da Silva - Lagoa Nova  Natal - RN,R$ 735000,NotFound,4,6,6,400, TV a cabo / Quintal / Depï¿½sito / Vista exterior / Cozinha / Garagem / Conexï¿½o ï¿½ internet / Area de servico / Ar-condicionado / Circuito de Seguranca / Vigia / Sistema de alarme / Interfone / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a shopping / Proximo a hospitais / Perto de vias de acesso / Espaco verde / Parque / Jardim / Serviï¿½os pï¿½blicos essenciais ,Lagoa Nova,house
Rua Serra Macaï¿½ - Pitimbu  Natal - RN,R$ 305000,NotFound,4,3,4,223, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vigia / Jardim ,Pitimbu,house
Rua Missionï¿½rio Joel Carlson  1084 - Capim Macio  Natal - RN,R$ 600000,R$ 1,5,4,2,275, Ar-condicionado / Espaco gourmet / Perto de vias de acesso / Piscina / Jardim / Quintal / Churrasqueira / Depï¿½sito ,Capim Macio,house
Rua Ciprestes  7799 - Pitimbu  Natal - RN,R$ 310000,NotFound,3,3,2,170, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Depï¿½sito / Cabeamento estruturado / Lavanderia / Garagem / Cozinha / Area de servico / Circuito de Seguranca / Vigia ,Pitimbu,house
Rua Ubaia  00 - Pitimbu  Natal - RN,R$ 329900,NotFound,3,4,2,249, Perto de vias de acesso / Quintal / Depï¿½sito / Sistema de alarme / Jardim ,Pitimbu,house
Cidade Alta  Natal - RN,R$ 280000,NotFound,5,5,3,240, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem ,Cidade Alta,house
Rua Do Golfinho  391 - Ponta Negra  Natal - RN,R$ 350000,NotFound,4,4,2,518, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Lavanderia / Varanda / Sistema de alarme / TV a cabo / Quintal ,Ponta Negra,house
Rua Luiz Estevam  72 - Ponta Negra  Natal - RN,R$ 390000,NotFound,2,2,3,100, Garagem / Cozinha / Mobiliado / Churrasqueira ,Ponta Negra,house
Rua Carlos Serrano  2058 - Lagoa Nova  Natal - RN,R$ 350000,NotFound,4,4,4,200, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Quintal / Garagem / Area de servico ,Lagoa Nova,house
