adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
Rua Desembargador Dionï¿½sio Filgueira  770 - Petropolis  Natal - RN,R$ 270000,R$ 790,2,1,1,61, Academia / Churrasqueira / Circuito de Seguranca / Conexï¿½o ï¿½ internet / Cozinha / Elevador / Gerador elï¿½trico / Interfone / Mobiliado / Piscina / Salao de festas / TV a cabo / Vista exterior / Vista para o mar / Ar-condicionado / Varanda / Sauna / Area de servico / Vigia ,Petropolis,apartment
Rua Maranata - Planalto  Natal - RN,R$ 122000,NotFound,3,2,1,59, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Conexï¿½o ï¿½ internet / Garagem / Area de servico / Cozinha / Sistema de alarme / Condomï¿½nio fechado / Seguranï¿½a 24h / Salao de jogos / Piscina infantil / Piscina para adulto / Espaco verde / Parque / Quadra poliesportiva / Piscina / Playground / Salao de festas / Academia / Espaco gourmet / Jardim / Elevador / Churrasqueira ,Planalto,apartment
Rua Capitï¿½o Abdon Nunes  828 - Tirol  Natal - RN,R$ 950000,R$ 1.000,3,5,3,154,NotFound,Tirol,apartment
Rua Ilï¿½ria Tavares Galvï¿½o  50 - Tirol  Natal - RN,R$ 450000,R$ 950,3,4,2,162, Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Perto de vias de acesso / Ar-condicionado / Mobiliado / Cozinha / Area de servico / Vista exterior / Condomï¿½nio fechado / Interfone / Elevador / Salao de festas / Salao de jogos ,Tirol,apartment
Rua Maurï¿½cio de Araï¿½jo Gama Filho - Altiplano Cabo Branco  Joï¿½o Pessoa - PB,R$ 134730,NotFound,1,1,1,35,NotFound,,apartment
Rua Monte Celeste  1801 - Planalto  Natal - RN,R$ 125000,R$ 170,2,1,1,52, Churrasqueira / Elevador / Jardim / Espaco gourmet / Salao de festas / Playground / Piscina / Quadra poliesportiva / Perto de vias de acesso ,Planalto,apartment
Rua da Lagosta  466 - Ponta Negra  Natal - RN,R$ 310000,R$ 648,3,3,2,93, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Sauna / Serviï¿½os pï¿½blicos essenciais / Vista para o mar / Seguranï¿½a 24h / Interfone / Condomï¿½nio fechado / Cozinha / Garagem / TV a cabo / Conexï¿½o ï¿½ internet ,Ponta Negra,apartment
Rua Alfredo Dias de Figueiredo  1125 - Ponta Negra  Natal - RN,R$ 169900,R$ 412,2,2,1,54, Perto de vias de acesso / Proximo a transporte pï¿½blico / Elevador / Espaco gourmet / Salao de festas / Varanda / Cabeamento estruturado / Conexï¿½o ï¿½ internet / TV a cabo / Garagem / Cozinha / Area de servico / Vista exterior / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Serviï¿½os pï¿½blicos essenciais / Sauna / Piscina infantil / Piscina para adulto / Piscina ,Ponta Negra,apartment
Avenida das Alagoas - Neopolis  Natal - RN,R$ 370000,R$ 560,3,2,2,78, Ar-condicionado / Garagem / Churrasqueira / Piscina / Quadra poliesportiva / Academia / Salao de jogos / Mobiliado ,Neopolis,apartment
Rua Abraham Tahim  1464 - Capim Macio  Natal - RN,R$ 450000,R$ 725,3,3,2,101, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Mobiliado / Garagem / Lavanderia / Area de servico / Vista exterior / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Churrasqueira / Elevador / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva ,Capim Macio,apartment
Rua Doutor Carlos Passos  1610 - Tirol  Natal - RN,R$ 400000,R$ 1.100,3,3,2,150, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Elevador / Jardim / Salao de festas / Playground / Quadra poliesportiva / Recepï¿½ï¿½o ,Tirol,apartment
Rua Valdemar Naziazeno - Ernesto Geisel  Joï¿½o Pessoa - PB,R$ 127112,NotFound,2,1,1,43,NotFound,,apartment
Rua Cearï¿½ Mirim  389 - Tirol  Natal - RN,R$ 1470000,R$ 950,4,6,4,220, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Espaco gourmet / Varanda / Aquecimento / Cozinha / Garagem / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Quadra de squash / Gerador elï¿½trico / Sauna / Piscina infantil / Piscina para adulto / Piscina / Quadra poliesportiva / Espaco teen / Academia / Salao de festas / Playground / Jardim / Elevador ,Tirol,apartment
Lagoa Nova  Natal - RN,R$ 1400000,R$ 2.000,5,5,4,450, Piscina / Sistema de alarme / Seguranï¿½a 24h / Salao de festas / Playground / Elevador / Espaco gourmet / Proximo a shopping / Condomï¿½nio fechado / Jardim / Academia / Varanda / Quadra poliesportiva / Perto de vias de acesso / Churrasqueira / Interfone / Ar-condicionado ,Lagoa Nova,apartment
Rua Deputado Antï¿½nio Florï¿½ncio de Queiroz - Ponta Negra  Natal - RN,R$ 595000,R$ 500,3,2,2,79, Garagem / Cozinha / Mobiliado / Seguranï¿½a 24h / Churrasqueira / Espaco gourmet / Playground / Piscina / Quadra poliesportiva / Cinema / Spa / Varanda gourmet / Espaco verde / Parque ,Ponta Negra,apartment
Rua da Lagosta - Ponta Negra  Natal - RN,R$ 350000,R$ 700,3,2,2,98, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a hospitais / Proximo a escola / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Espaco verde / Parque / Quadra de tï¿½nis / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Sauna / Pista de cooper / Vista para o mar / Condomï¿½nio fechado / Sistema de alarme / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Garagem / Conexï¿½o ï¿½ internet / TV a cabo / Cabeamento estruturado / Mobiliado ,Ponta Negra,apartment
Tirol  Natal - RN,R$ 1400000,NotFound,4,5,4,222,NotFound,Tirol,apartment
Rua Abreulï¿½ndia - Planalto  Natal - RN,R$ 122000,NotFound,2,2,1,58, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Jardim / Espaco gourmet / Salao de festas / Playground / Piscina / Piscina para adulto / Piscina infantil / Condomï¿½nio fechado / Seguranï¿½a 24h / Area de servico / Cozinha / Garagem / Varanda ,Planalto,apartment
Rua Buenos Aires  845 - Jardim Tavares  Campina Grande - PB,R$ 122000,NotFound,2,1,1,40,NotFound,,apartment
Rua Ismael Pereira da Silva  1637 - Capim Macio  Natal - RN,R$ 1280000,R$ 700,3,4,3,196, Garagem / Cozinha / Aquecimento / Seguranï¿½a 24h / Churrasqueira / Espaco gourmet / Playground / Piscina / Cinema / Salao de jogos / Sala de massagem / Spa / Varanda gourmet / Sauna ,Capim Macio,apartment
Rua Ismael Pereira da Silva - Capim Macio  Natal - RN,R$ 245000,R$ 1,2,1,1,55, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Elevador / Jardim / Salao de festas / Playground / Piscina / Proximo a hospitais / Piscina para adulto / Piscina infantil / Garagem / Cozinha / Area de servico / Vista exterior / Aquecimento / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Gerador elï¿½trico / Vista para o mar ,Capim Macio,apartment
Travessa Ayrton Senna  426 - Capim Macio  Natal - RN,R$ 240000,R$ 900,3,3,2,120,NotFound,Capim Macio,apartment
Rua Antï¿½dio de Azevedo  1985 - Lagoa Nova  Natal - RN,R$ 2100000,R$ 1.249,4,5,4,287, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Varanda / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Piscina para adulto / Piscina infantil / Salao de jogos / Elevador / Salao de festas ,Lagoa Nova,apartment
Avenida Rio Branco  00000 - Petropolis  Natal - RN,R$ 265000,R$ 350,2,2,2,56, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Varanda / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Aquecimento / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Churrasqueira / Elevador / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Quadra de tï¿½nis / Piscina para adulto / Piscina infantil / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Vista para o mar / Vista para lago / Mais de um andar / Gerador elï¿½trico ,Petropolis,apartment
Rua Eletricista Elias Ferreira  2600 - Candelï¿½ria  Natal - RN,R$ 240000,R$ 300,2,2,2,55, Cozinha / Churrasqueira / Playground / Piscina / Quadra poliesportiva / Varanda gourmet / Espaco verde / Parque ,Candelaria,apartment
Rua Buenos Aires  845 - Alto Branco  Campina Grande - PB,R$ 119546,NotFound,2,1,1,40,NotFound,,apartment
Capim Macio  Natal - RN,R$ 460000,R$ 450,3,2,1,76, Garagem / Cozinha / Mobiliado / Espaco gourmet / Playground / Piscina / Salao de jogos / Varanda gourmet / Sauna ,Capim Macio,apartment
Rua Amï¿½rico Soares Wanderley - Capim Macio  Natal - RN,R$ 550000,R$ 500,3,3,2,85, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Piscina para adulto / Piscina infantil / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico ,Capim Macio,apartment
Rua Neuza Farache  1971 - Capim Macio  Natal - RN,R$ 360000,R$ 450,3,2,2,80, Vigia / Condomï¿½nio fechado / Area de servico / Cozinha / Garagem / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Varanda / Churrasqueira / Elevador / Jardim / Salao de festas / Playground / Quadra poliesportiva ,Capim Macio,apartment
Avenida Prudente de Morais  95 - Lagoa Nova  Natal - RN,R$ 850000,R$ 813,4,4,3,143, Garagem / Cozinha / Mobiliado / Seguranï¿½a 24h / Academia / Churrasqueira / Espaco gourmet / Piscina / Quadra poliesportiva / Cinema / Salao de jogos / Sala de massagem / Varanda gourmet / Escritï¿½rio / Sauna ,Lagoa Nova,apartment
Lagoa Nova  Natal - RN,R$ 380000,R$ 500,3,3,2,110,NotFound,Lagoa Nova,apartment
Rua Morais Navarro  55 - Lagoa Nova  Natal - RN,R$ 1100000,R$ 850,3,5,3,236, Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Ar-condicionado / Varanda / Perto de vias de acesso / Proximo a shopping ,Lagoa Nova,apartment
Rua Mossorï¿½  500 - Tirol  Natal - RN,R$ 590000,R$ 450,3,3,2,94, Vista exterior / Varanda / Cozinha / Area de servico / Garagem / Churrasqueira / Jardim / Sauna / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Salao de festas / Academia / Elevador / Piscina infantil / Piscina / Piscina para adulto / Vigia / Interfone / Seguranï¿½a 24h / Sistema de alarme / Condomï¿½nio fechado / Circuito de Seguranca / Proximo a hospitais / Perto de vias de acesso / Proximo a escola / Proximo a shopping / Proximo a transporte pï¿½blico ,Tirol,apartment
Avenida Almirante Barroso  284 - Liberdade  Campina Grande - PB,R$ 124960,NotFound,1,1,1,46,NotFound,,apartment
Rua Major Jorge Martiniano  22 - Capim Macio  Natal - RN,R$ 400000,R$ 550,3,2,2,87, Ar-condicionado / Depï¿½sito / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Salao de festas / Piscina / Espaco verde / Parque / Piscina para adulto / Piscina infantil ,Capim Macio,apartment
Rua das Orquï¿½deas - Capim Macio  Natal - RN,R$ 660000,R$ 400,3,4,3,123, Garagem / Cozinha / Seguranï¿½a 24h / Espaco gourmet / Playground / Piscina / Quadra poliesportiva / Salao de jogos / Recepï¿½ï¿½o / Varanda gourmet / Sauna ,Capim Macio,apartment
Rua Missionï¿½rio Gunnar Vingren  1932 - Capim Macio  Natal - RN,R$ 180000,R$ 450,2,1,1,58, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Elevador / Jardim / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco verde / Parque / Cozinha / Area de servico / Garagem / TV a cabo / Sistema de alarme / Condomï¿½nio fechado / Seguranï¿½a 24h / Interfone ,Capim Macio,apartment
Tirol  Natal - RN,R$ 780000,R$ 1.200,3,4,2,175, Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Mais de um andar / Varanda gourmet / Espelhos d'ï¿½gua / Serviï¿½os pï¿½blicos essenciais / Sauna / Recepï¿½ï¿½o / Salao de jogos / Salao de jogos / Piscina infantil / Piscina para adulto / Espaco verde / Parque / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Cabeamento estruturado / Piscina / Salao de festas / Academia / Espaco gourmet / Jardim / Elevador / Churrasqueira / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais ,Tirol,apartment
Rua Sï¿½o Josï¿½  2028 - Lagoa Nova  Natal - RN,R$ 250000,R$ 900,3,2,2,136, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Condomï¿½nio fechado / Interfone / Circuito de Seguranca / Churrasqueira / Elevador / Jardim / Espaco gourmet / Piscina / Recepï¿½ï¿½o / Mais de um andar ,Lagoa Nova,apartment
Avenida Xavier da Silveira  2153 - Morro Branco  Natal - RN,R$ 230000,R$ 400,3,2,2,176, Garagem / Cozinha / Seguranï¿½a 24h ,Morro Branco,apartment
Rua Desportista Jeremias Pinheiro da Cï¿½mara Filho  500 - Neopolis  Natal - RN,R$ 290000,R$ 410,3,2,2,70,NotFound,Neopolis,apartment
Rua Capitï¿½o Abdon Nunes  824 - Tirol  Natal - RN,R$ 300000,R$ 380,2,2,1,58, Churrasqueira / Elevador / Salao de festas / Piscina / Recepï¿½ï¿½o / Garagem / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Seguranï¿½a 24h / Interfone / Circuito de Seguranca / Vigia ,Tirol,apartment
Avenida Deputado Antï¿½nio Florï¿½ncio de Queiroz  3365 - Ponta Negra  Natal - RN,R$ 560000,R$ 600,3,3,2,101, Perto de vias de acesso / Proximo a transporte pï¿½blico / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Cinema / Espaco verde / Parque / Piscina para adulto / Piscina infantil / Cinema / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Gerador elï¿½trico / Vigia / Circuito de Seguranca / Seguranï¿½a 24h / Interfone / Condomï¿½nio fechado / Sistema de alarme / Aquecimento / Vista exterior / Area de servico / Cozinha / Lavanderia / Garagem / Conexï¿½o ï¿½ internet / Proximo a shopping / Proximo a escola ,Ponta Negra,apartment
Avenida Governador Sï¿½lvio Pedroza  246 - Areia Preta  Natal - RN,R$ 2500000,R$ 1.600,4,6,4,282, Garagem / Cozinha / Mobiliado / Churrasqueira / Espaco gourmet / Playground / Piscina / Sala de massagem / Spa / Quadra de squash / Sauna ,Areia Preta,apartment
Ponta Negra  Natal - RN,R$ 340000,R$ 380,2,2,1,56, Garagem / Cozinha / Mobiliado / Seguranï¿½a 24h / Elevador / Churrasqueira / Playground / Piscina / Salao de jogos / Varanda gourmet / Espaco verde / Parque ,Ponta Negra,apartment
Rua Josï¿½ Alberi Matos Ferreira  97 - Lagoa Nova  Natal - RN,R$ 1100000,NotFound,3,5,3,142,NotFound,Lagoa Nova,apartment
Rua Sebastiï¿½o Barreto  29 - Neopolis  Natal - RN,R$ 270000,R$ 520,3,2,2,75, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Salao de festas / Playground / Piscina / Quadra poliesportiva / Piscina para adulto / Piscina infantil / Mais de um andar / Circuito de Seguranca / Seguranï¿½a 24h / Interfone / Condomï¿½nio fechado / Sistema de alarme / Area de servico / Cozinha / Garagem / Varanda ,Neopolis,apartment
Rua Orlando de Lima  465 - Ponta Negra  Natal - RN,R$ 154900,R$ 260,2,2,1,58, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Elevador / Jardim / Espaco gourmet / Salao de festas / Piscina / Quadra poliesportiva / Garagem / Area de servico / Cozinha / Vista exterior / Mais de um andar / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Vigia ,Ponta Negra,apartment
Avenida Capitï¿½o-mor Gouveia  1135 - Nossa Senhora de Nazare  Natal - RN,R$ 275000,R$ 315,3,2,2,70, Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Piscina para adulto / Piscina infantil / Salao de jogos / Serviï¿½os pï¿½blicos essenciais / Gerador elï¿½trico / Circuito de Seguranca / Vigia / Seguranï¿½a 24h / Interfone / Condomï¿½nio fechado / Aquecimento / Cozinha / Area de servico / Garagem / Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a shopping / Proximo a escola ,de Nazare,apartment
Rua Doutor Pedro Segundo de Araï¿½jo  1460 - Capim Macio  Natal - RN,R$ 590000,R$ 500,3,4,2,109, Perto de vias de acesso / Churrasqueira / Elevador / Salao de festas / Playground / Piscina / Quadra poliesportiva / Piscina para adulto / Piscina infantil / Gerador elï¿½trico / Sistema de alarme / Interfone / Seguranï¿½a 24h / Circuito de Seguranca ,Capim Macio,apartment
Rua Romualdo Galvï¿½o  100 - Lagoa Nova  Natal - RN,R$ 199900,R$ 500,3,1,1,75, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Cabeamento estruturado / Conexï¿½o ï¿½ internet / TV a cabo / Garagem / Cozinha / Area de servico / Vista exterior / Churrasqueira / Elevador / Jardim / Espaco gourmet / Salao de festas / Playground / Espaco verde / Parque / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Mais de um andar / Gerador elï¿½trico ,Lagoa Nova,apartment
